Messages,Free entropy density,density,entropy density,stability,physical
"[[0.0, 0.0], [0.0, 1.0]]",0.0,1.0,0.0,False,True
"[[0.2952907816932989, 0.2952907816932989], [0.2072608177687802, 0.2021576188446219]]",0.5400448822732828,0.40751552865728086,0.5400448822732828,False,True
