Messages,Free entropy density,density,entropy density,stability,physical
"[[0.0, 0.0], [0.0, 1.0]]",0.0,1.0,0.0,False,True
"[[0.2096305491441136, 0.28692076393258953], [0.25179502358548483, 0.25165366333781214]]",0.20904401330319278,0.5384974104902925,0.20904401330319278,False,True
"[[0.31117092498104554, 0.43822421509409487], [0.2506048599248597, 0.0]]",0.059332218382806445,0.3470195075935568,0.059332218382806445,False,True
"[[0.9999999999999998, 0.0], [0.0, 4.630027392116798e-22]]",-1.9721522630525295e-31,4.595515566888194e-86,-1.9721522630525295e-31,False,True
