replicated free entropy mean,replicated free entropy std,cluster free entropy mean,cluster free entropy std,complexity mean,complexity std,density mean,density std,entropy mean,entropy std
-0.32689101521561786,0.0003596332245651492,0.0,0.0,-0.32689101521561786,0.0003596332245651492,0.3328764823878684,0.001744123355744088,0.0,0.0
-0.3268929749000363,0.00037289694968968367,0.0,0.0,-0.3268929749000363,0.00037289694968968367,0.33355559663074774,0.001628794202776955,0.0,0.0
-0.3269225388038449,0.00037041982455996195,0.0,0.0,-0.3269225388038449,0.00037041982455996195,0.3335871325760353,0.002188535995790954,0.0,0.0
-0.326980718752233,0.00033522196129579933,0.0,0.0,-0.326980718752233,0.00033522196129579933,0.3331807161249766,0.001156988288263257,0.0,0.0
-0.32695743514270315,0.0003742439519135465,0.0,0.0,-0.32695743514270315,0.0003742439519135465,0.3332060837164158,0.001873828166354362,0.0,0.0
-0.3269784508681879,0.0004371347411985713,0.0,0.0,-0.3269784508681879,0.0004371347411985713,0.3333141556600245,0.0016359939345134695,0.0,0.0
-0.3269843066610941,0.00044696442732086733,0.0,0.0,-0.3269843066610941,0.00044696442732086733,0.33348318425620477,0.002041668549635814,0.0,0.0
-0.3269427287869337,0.00036721990090017104,0.0,0.0,-0.3269427287869337,0.00036721990090017104,0.33315996789350744,0.0016269175251085,0.0,0.0
-0.3268742270585967,0.0003420911189489408,0.0,0.0,-0.3268742270585967,0.0003420911189489408,0.33295409563111095,0.0017770946829986196,0.0,0.0
-0.32700264744642304,0.00047103009171162505,0.0,0.0,-0.32700264744642304,0.00047103009171162505,0.3330043496155157,0.002282987277902818,0.0,0.0
-0.32684381415204306,0.0003850070113644007,0.0,0.0,-0.32684381415204306,0.0003850070113644007,0.33321927451505895,0.002008597778585308,0.0,0.0
-0.32699850710426887,0.0003561666128037819,0.0,0.0,-0.32699850710426887,0.0003561666128037819,0.3338509834394222,0.0018403705427705581,0.0,0.0
-0.3269126996761415,0.00047063467467011984,0.0,0.0,-0.3269126996761415,0.00047063467467011984,0.3335580157070625,0.0018887621679866157,0.0,0.0
-0.3269005810342184,0.00040896825426544253,0.0,0.0,-0.3269005810342184,0.00040896825426544253,0.3333378121620271,0.0016806259748406794,0.0,0.0
-0.32685221695318456,0.00045832994145824366,0.0,0.0,-0.32685221695318456,0.00045832994145824366,0.3333349882102594,0.0018323609311652312,0.0,0.0
-0.32697485132915216,0.00038792716385484976,0.0,0.0,-0.32697485132915216,0.00038792716385484976,0.33282240789111067,0.0018847245763216121,0.0,0.0
-0.32684448870216926,0.00038616251816587626,0.0,0.0,-0.32684448870216926,0.00038616251816587626,0.33337129325401493,0.00202913401936849,0.0,0.0
-0.326838534052779,0.0004819324883921445,0.0,0.0,-0.326838534052779,0.0004819324883921445,0.3332806418581707,0.0015968361394992925,0.0,0.0
-0.3269663089659156,0.0003807126862194665,0.0,0.0,-0.3269663089659156,0.0003807126862194665,0.33360720771115,0.0021631401475665315,0.0,0.0
-0.3270372646610911,0.0003880495976031592,0.0,0.0,-0.3270372646610911,0.0003880495976031592,0.33335633539571996,0.0015200983489299504,0.0,0.0
-0.32700820085478993,0.0003899676968249686,0.0,0.0,-0.32700820085478993,0.0003899676968249686,0.3330207416197149,0.001775691542771129,0.0,0.0
-0.32698999963155606,0.00038330425708562617,0.0,0.0,-0.32698999963155606,0.00038330425708562617,0.33349176950571013,0.0020644710107085187,0.0,0.0
-0.32691923583426125,0.000359945161668888,0.0,0.0,-0.32691923583426125,0.000359945161668888,0.33331104168077796,0.002042789001614897,0.0,0.0
-0.3268420463655053,0.0003703212760652845,0.0,0.0,-0.3268420463655053,0.0003703212760652845,0.33300201558485265,0.0016314150553767134,0.0,0.0
-0.3270348862903874,0.00043251648558705513,0.0,0.0,-0.3270348862903874,0.00043251648558705513,0.3332189481432845,0.0022169185681766477,0.0,0.0
-0.3269769680209276,0.00043111157425481164,0.0,0.0,-0.3269769680209276,0.00043111157425481164,0.33330386513616983,0.0016223355144190058,0.0,0.0
-0.3270624265438173,0.0002837694130134033,0.0,0.0,-0.3270624265438173,0.0002837694130134033,0.3330743596321199,0.0019404992789105202,0.0,0.0
-0.32702138365768807,0.00045890701907760683,0.0,0.0,-0.32702138365768807,0.00045890701907760683,0.33368252108736735,0.0015325021639797894,0.0,0.0
-0.3270559078309594,0.0003857249160743267,0.0,0.0,-0.3270559078309594,0.0003857249160743267,0.3332428009044833,0.0018610203648759267,0.0,0.0
-0.3269651982842422,0.00033876381240965524,0.0,0.0,-0.3269651982842422,0.00033876381240965524,0.33330713030768605,0.0017249635279999256,0.0,0.0
