Messages,Free entropy density,density,entropy density,stability,physical
"[[0.0, 0.2010212885436052], [0.4141291106270215, 0.38484960082937336]]",0.1160438186268582,0.7353878535532825,0.1160438186268582,False,True
"[[0.0, 0.9999999999999998], [2.497398840252818e-16, 0.0]]",-73.23851788429542,0,-73.23851788429542,False,False
"[[0.9999999999976564, 2.343276104074286e-12], [2.4721725893411713e-16, 0.0]]",-2.1970369433805905e-23,0,-2.1970369433805905e-23,False,True
