Messages,Free entropy density,density,entropy density,stability,physical
"[[0.2163530029431908, 0.2163530029431908], [0.24490839972970874, 0.3223855943839098]]",0.5692638281764264,0.6112595225946045,0.5692638281764264,False,True
"[[0.420119070558275, 0.420119070558275], [0.1597618588834499, 0.0]]",0.4012246691681729,0.21599867044632426,0.4012246691681729,False,True
