Messages,Free entropy density,density,entropy density,stability,physical
"[[0.0, 0.0], [0.0, 1.0]]",0.0,1.0,0.0,False,True
"[[0.2522528680773322, 0.35148850577717405], [0.26487641593360467, 0.13138221021188895]]",0.26396801790563096,0.4131952029887341,0.26396801790563096,False,True
"[[0.9999999999999998, 4.553577867936048e-17], [3.3590427261904246e-19, 2.4089090620059096e-19]]",-1.9721522630525295e-31,4.390410347500085e-66,-1.9721522630525295e-31,False,True
