Messages,Free entropy density,density,entropy density,stability,physical
"[[0.0, 0.18721659864314893], [0.36192376701013185, 0.45085963434671916]]",-0.29110316603236885,0.7999999999999999,-0.29110316603236885,True,True
"[[0.0, 0.9999999999999998], [3.802802485932859e-47, 0.0]]",-215.15781652013274,0,-215.15781652013274,False,False
"[[0.27908164241322314, 0.1762331348450985], [0.2108246626336011, 0.3338605601080771]]",-0.4012647022338962,0.563673979223183,-0.4012647022338962,True,True
