Messages,Free entropy density,density,entropy density,stability,physical
"[[0.0, 0.0], [0.0, 1.0]]",0.0,1.0,0.0,True,True
"[[0.5000000000000002, 0.4999999999999999], [1.8834536853524075e-30, 1.3739325756479267e-31]]",0.0,2.0748478210321568e-92,0.0,True,True
