replicated free entropy mean,replicated free entropy std,cluster free entropy mean,cluster free entropy std,complexity mean,complexity std,density mean,density std,entropy mean,entropy std
-0.13377062285818705,0.00023115172767849805,-4.915202536234042e-06,0.00032428654221564024,-0.13377062280903504,0.00023115132615933486,0.7216372751608128,0.0005818896627313118,-4.915202536234042e-06,0.00032428654221564024
-0.13369238667371797,0.00037458289148413574,-0.00023174503954445443,0.00025378027640174584,-0.1336843932279195,0.0003756969818678868,0.7213591555269753,0.0007038898415738504,-0.00023174503954445443,0.00025378027640174584
-0.13367392958664312,0.0003331960006119391,0.00014025118292831793,0.00023923664915213286,-0.13368360338780436,0.0003378357971721456,0.7206381719286848,0.0006945080361981724,0.00014025118292831793,0.00023923664915213286
-0.13371077979483256,0.000303404698185393,-0.00012645706897828637,0.0003211232884384153,-0.13369769689532315,0.0003049749530852707,0.7213346100435024,0.0007366307264572434,-0.00012645706897828637,0.0003211232884384153
-0.1337071104747493,0.000301545766941674,0.00029221540544091204,0.00030073183787645565,-0.13374741856701192,0.00029698332894350043,0.7208146787271267,0.0005847583726791046,0.00029221540544091204,0.00030073183787645565
-0.13372042120956792,0.00027305541639879844,-0.00018097860057179522,0.0002738928623116802,-0.13368921650481885,0.00027718124275878816,0.7221278475552071,0.0007152256694240276,-0.00018097860057179522,0.0002738928623116802
-0.13369591061661884,0.00025293941965523573,0.0002735875001767787,0.0002620041877403066,-0.13375251709683217,0.00024391571235050596,0.7212282142988066,0.0007255984839085278,0.0002735875001767787,0.0002620041877403066
-0.13366645138438155,0.00021863348665078532,-0.00014305696254823265,0.0002630260130223551,-0.13363191930816193,0.0002317456374495834,0.7222070955648655,0.0007253579196612274,-0.00014305696254823265,0.0002630260130223551
-0.13365812999446217,0.0002961878757300434,0.0004098030125222555,0.0003075774787344916,-0.13377118206890393,0.00031058431997163977,0.7204035753157081,0.0007719572539218799,0.0004098030125222555,0.0003075774787344916
-0.133704011033221,0.0002846232765402539,-3.861872161306986e-05,0.0002451334615768229,-0.13369202564638435,0.00029567687437144507,0.7213614248647923,0.0007420319365942263,-3.861872161306986e-05,0.0002451334615768229
