Messages,Free entropy density,density,entropy density,stability,physical
"[[1.047231263585665e-19, 0.3458360667567528], [0.4489055698027169, 0.2052583634405301]]",-0.018922067580180224,0.5597388447397179,-0.018922067580180224,True,True
"[[0.9999999999999998, 0.0], [0.0, 1.1674504975773822e-18]]",0.0,0,0.0,True,True
