replicated free entropy mean,replicated free entropy std,cluster free entropy mean,cluster free entropy std,complexity mean,complexity std,density mean,density std,entropy mean,entropy std
-0.22775156905011432,0.00034985093643907024,0.0,0.0,-0.22775156905011432,0.00034985093643907024,0.6904395862323481,0.0007222795677136329,0.0,0.0
-0.22775420328465903,0.00036689147962788824,0.0,0.0,-0.22775420328465903,0.00036689147962788824,0.6904751556675609,0.0013014729803032322,0.0,0.0
-0.22769616871345333,0.00023832151106623788,0.0,0.0,-0.22769616871345333,0.00023832151106623788,0.6903847441440676,0.00122367079429763,0.0,0.0
-0.2275647884461938,0.0002840022942998376,0.0,0.0,-0.2275647884461938,0.0002840022942998376,0.6906830493996783,0.001232766146424468,0.0,0.0
-0.22774687627466714,0.0003169995604375999,0.0,0.0,-0.22774687627466714,0.0003169995604375999,0.6904546705687918,0.0010228067040997108,0.0,0.0
-0.22770316426346943,0.00029666771588029013,0.0,0.0,-0.22770316426346943,0.00029666771588029013,0.6901850438699489,0.001101935897051038,0.0,0.0
-0.22771433504616342,0.0004314816922791835,0.0,0.0,-0.22771433504616342,0.0004314816922791835,0.6905204551975902,0.0011598921016471493,0.0,0.0
-0.22770444358267436,0.0002745498182429645,0.0,0.0,-0.22770444358267436,0.0002745498182429645,0.6908812828180266,0.0010829542804560533,0.0,0.0
-0.22761841518122974,0.0003307158253237226,0.0,0.0,-0.22761841518122974,0.0003307158253237226,0.6904096981374229,0.0014091700650482486,0.0,0.0
-0.22770434472619033,0.0003706579639940926,0.0,0.0,-0.22770434472619033,0.0003706579639940926,0.6904991618016871,0.0010054648787054222,0.0,0.0
-0.22772209818770245,0.0003796521769614006,0.0,0.0,-0.22772209818770245,0.0003796521769614006,0.6904413104057312,0.0011789533395974523,0.0,0.0
-0.22762129364944086,0.00037698032363038455,0.0,0.0,-0.22762129364944086,0.00037698032363038455,0.6906132756209955,0.001060019532980472,0.0,0.0
-0.2276975527042296,0.0003166207128200671,0.0,0.0,-0.2276975527042296,0.0003166207128200671,0.6904277467146153,0.0012232418004964566,0.0,0.0
-0.227846523610557,0.0003127463367027397,0.0,0.0,-0.227846523610557,0.0003127463367027397,0.6904149985894924,0.0010769297429863505,0.0,0.0
-0.22762662026940322,0.0003202055790526238,0.0,0.0,-0.22762662026940322,0.0003202055790526238,0.6903132636372636,0.0010205853137332842,0.0,0.0
-0.22779564741181163,0.00031633113361338906,0.0,0.0,-0.22779564741181163,0.00031633113361338906,0.6903202199354405,0.0009317430092947415,0.0,0.0
-0.22778784937974883,0.0003628364891046381,0.0,0.0,-0.22778784937974883,0.0003628364891046381,0.6907917232048221,0.0014109348112088158,0.0,0.0
-0.22778363344145985,0.00033748077196307823,0.0,0.0,-0.22778363344145985,0.00033748077196307823,0.6903195526541733,0.0012831062066035925,0.0,0.0
-0.22775971017232755,0.0003659847307700677,0.0,0.0,-0.22775971017232755,0.0003659847307700677,0.6906718582641788,0.0012202199433349271,0.0,0.0
-0.22772270877186845,0.00034294403543744836,0.0,0.0,-0.22772270877186845,0.00034294403543744836,0.6902064346685642,0.0013407773292077783,0.0,0.0
-0.22765330570500072,0.000376954075248801,0.0,0.0,-0.22765330570500072,0.000376954075248801,0.6905413226383489,0.0009036260984583009,0.0,0.0
-0.22774609123788228,0.00038703924895178057,0.0,0.0,-0.22774609123788228,0.00038703924895178057,0.6902831691067394,0.0011274396505528874,0.0,0.0
-0.22774724262516674,0.00043136629294161224,0.0,0.0,-0.22774724262516674,0.00043136629294161224,0.6904042217789627,0.0009970316417608508,0.0,0.0
-0.22775235990198647,0.00037258166757671735,0.0,0.0,-0.22775235990198647,0.00037258166757671735,0.6906032111586594,0.0011616078781762778,0.0,0.0
-0.22775936126708984,0.0003672989270935704,0.0,0.0,-0.22775936126708984,0.0003672989270935704,0.6905581573160683,0.0010789877159171153,0.0,0.0
-0.22768259048461914,0.00034256657766314127,0.0,0.0,-0.22768259048461914,0.00034256657766314127,0.6901349861447404,0.0011938674763758007,0.0,0.0
-0.22767837454633014,0.0003541932850360247,0.0,0.0,-0.22767837454633014,0.0003541932850360247,0.690364469842213,0.0012596772363577442,0.0,0.0
-0.22766337743619594,0.0003588916344229697,0.0,0.0,-0.22766337743619594,0.0003588916344229697,0.6903152945565014,0.0011439318771449293,0.0,0.0
-0.22781651194502667,0.0004027158743925593,0.0,0.0,-0.22781651194502667,0.0004027158743925593,0.6903198637613436,0.0014369501496389822,0.0,0.0
-0.2275824372361346,0.00034510639487452666,0.0,0.0,-0.2275824372361346,0.00034510639487452666,0.6900470155041393,0.0011605168511092747,0.0,0.0
